customer_id,product_id,type,action_hour,gender,action_time,category
1278113,344008,PageView,22,M,2018-04-09 22:18:00,Coat
1278113,31583,PageView,22,M,2018-04-09 22:26:00,Phone
110045,89740,PageView,21,W,2018-04-14 21:16:00,Tablet
859987,344340,PageView,22,M,2018-04-11 22:54:00,Phone
1286113,150215,PageView,21,M,2018-04-15 21:14:00,Cookie
465441,361681,PageView,11,M,2018-04-10 11:52:00,Tea
928033,371466,PageView,11,M,2018-04-03 11:57:00,Bed
390692,322329,PageView,20,W,2018-04-03 20:03:00,Phone
1403986,246808,PageView,13,W,2018-04-01 13:19:00,Face Cream
647269,279234,PageView,7,M,2018-04-11 07:17:00,Nut
884574,232257,PageView,18,W,2018-04-03 18:24:00,Refrigerator
1298203,146174,PageView,16,W,2018-04-10 16:05:00,Notebook
1475032,81731,PageView,16,M,2018-04-01 16:34:00,Cookie
811219,71580,PageView,22,W,2018-04-05 22:10:00,Rice Cooker
788702,108519,PageView,21,M,2018-04-02 21:58:00,Coat
1049337,138578,PageView,19,W,2018-04-10 19:01:00,Phone
782641,337560,PageView,17,W,2018-04-12 17:06:00,Television
331061,65377,PageView,21,M,2018-04-07 21:25:00,Light
661227,355175,PageView,7,M,2018-04-06 07:48:00,Tea
1039665,96273,PageView,9,M,2018-04-01 09:41:00,Coat
1557626,293145,PageView,0,M,2018-04-07 00:58:00,Notebook
210342,295554,PageView,5,W,2018-04-15 05:40:00,Phone
382204,216810,PageView,13,M,2018-04-04 13:43:00,Notebook
240117,152685,PageView,20,M,2018-04-15 20:52:00,Phone
593134,327034,PageView,9,M,2018-04-11 09:49:00,Coat
1365967,247119,PageView,12,M,2018-04-01 12:19:00,Lipstick
404275,357327,PageView,15,W,2018-04-01 15:37:00,Phone
1011524,318376,PageView,21,W,2018-04-04 21:07:00,Tablet
326204,339229,PageView,20,M,2018-04-07 20:16:00,Phone
791853,169780,PageView,9,W,2018-04-07 09:29:00,Foundation Make-up
1219282,296396,PageView,23,W,2018-04-15 23:37:00,Phone
1464953,38692,PageView,7,M,2018-04-13 07:58:00,Tea
698158,12221,PageView,16,M,2018-04-02 16:59:00,Tablet
239221,177007,PageView,4,W,2018-04-04 04:12:00,Phone
843975,216230,PageView,8,W,2018-04-01 08:55:00,Phone
955452,267197,PageView,22,M,2018-04-07 22:17:00,Sofa
1422834,72969,PageView,0,W,2018-04-08 00:09:00,Phone
777844,76019,PageView,22,M,2018-04-15 22:55:00,Coat
962844,37899,PageView,18,M,2018-04-05 18:44:00,Tea
813329,12942,PageView,8,M,2018-04-07 08:17:00,Sofa
1567606,274074,PageView,22,M,2018-04-12 22:03:00,Phone
1393538,131393,PageView,20,M,2018-04-08 20:02:00,Football
1259118,121282,PageView,16,M,2018-04-11 16:10:00,Lipstick
250231,272208,PageView,23,W,2018-04-08 23:19:00,Phone
383809,133478,PageView,7,M,2018-04-11 07:01:00,Coat
788754,338397,PageView,16,M,2018-04-06 16:32:00,Refrigerator
1126246,328306,PageView,15,M,2018-04-04 15:45:00,Phone
912990,78507,PageView,1,M,2018-04-15 01:09:00,Potatio Chips
1046468,207411,PageView,11,W,2018-04-03 11:51:00,Face Cream
711224,109606,PageView,18,M,2018-04-10 18:47:00,Perfume
1362715,267841,PageView,18,M,2018-04-08 18:37:00,Digital Camera
1561722,154182,PageView,8,M,2018-04-01 08:54:00,Coat
1192991,36368,PageView,8,M,2018-04-08 08:17:00,Tea
1525038,255132,PageView,9,W,2018-04-04 09:36:00,Phone
219929,83252,PageView,9,W,2018-04-05 09:37:00,Bracelet
33850,320225,PageView,15,M,2018-04-13 15:25:00,Cookie
1583512,44306,PageView,0,W,2018-04-04 00:00:00,Coat
1252123,197457,PageView,19,W,2018-04-04 19:40:00,Phone
1252123,137335,PageView,11,W,2018-04-07 11:22:00,Phone
1252123,218771,PageView,12,W,2018-04-12 12:38:00,Phone
374723,340863,PageView,15,W,2018-04-09 15:48:00,Phone
696360,180767,PageView,5,W,2018-04-12 05:48:00,Phone
1184028,312621,PageView,23,W,2018-04-04 23:53:00,Foundation Make-up
861643,179768,PageView,0,M,2018-04-15 00:50:00,Coat
763715,258587,PageView,10,M,2018-04-06 10:51:00,Running Shoes
767507,268132,PageView,16,W,2018-04-03 16:35:00,Notebook
1206215,287131,PageView,10,W,2018-04-05 10:36:00,Phone
1020826,273960,PageView,21,W,2018-04-05 21:33:00,Face Cream
1367112,246578,PageView,10,W,2018-04-08 10:53:00,Refrigerator
115980,163260,PageView,13,W,2018-04-10 13:53:00,Tablet
1081902,180242,PageView,17,M,2018-04-01 17:00:00,Tea
1160810,298649,PageView,0,W,2018-04-11 00:08:00,Facial Essence
156266,49889,PageView,22,W,2018-04-11 22:37:00,Bed
1099760,47782,PageView,6,W,2018-04-12 06:11:00,Coat
233857,152092,PageView,8,W,2018-04-11 08:20:00,Candy
85004,367239,PageView,22,W,2018-04-07 22:22:00,Washing Machine
995599,224207,PageView,15,M,2018-04-02 15:00:00,Coat
1336313,29125,PageView,19,M,2018-04-09 19:07:00,Phone
1340955,143323,PageView,12,W,2018-04-09 12:06:00,Phone
29673,149661,PageView,11,W,2018-04-13 11:27:00,Notebook
1016994,23190,PageView,23,M,2018-04-05 23:59:00,Phone
783111,162825,PageView,18,W,2018-04-02 18:59:00,Sport Suit
1332397,360925,PageView,9,M,2018-04-07 09:34:00,Phone
1332397,24077,PageView,10,M,2018-04-07 10:34:00,Washing Machine
1439281,85976,PageView,13,M,2018-04-10 13:23:00,Coat
1120290,118012,PageView,1,M,2018-04-01 01:07:00,Sofa
1015939,82126,PageView,15,M,2018-04-01 15:23:00,Notebook
1044882,361381,PageView,14,M,2018-04-05 14:43:00,Television
1561040,137487,PageView,14,M,2018-04-04 14:35:00,Lipstick
578290,258492,PageView,13,M,2018-04-13 13:29:00,Phone
1594969,208652,PageView,22,M,2018-04-07 22:25:00,Phone
227373,302588,PageView,23,M,2018-04-12 23:48:00,Phone
188318,89236,PageView,2,W,2018-04-12 02:53:00,Coat
483965,57657,PageView,15,M,2018-04-06 15:11:00,Cookie
921091,263616,PageView,22,M,2018-04-06 22:03:00,Sunscreen Cream
397281,177942,PageView,15,W,2018-04-02 15:31:00,Xbox
507058,198408,PageView,10,M,2018-04-05 10:43:00,Phone
1392369,306785,PageView,10,M,2018-04-12 10:55:00,Facial Essence
1332817,81219,PageView,12,W,2018-04-14 12:06:00,Phone
1352573,53859,PageView,12,W,2018-04-05 12:57:00,Bed
359127,144251,PageView,12,W,2018-04-13 12:31:00,Football
413470,295554,PageView,17,M,2018-04-12 17:41:00,Phone
382376,99288,PageView,17,M,2018-04-02 17:09:00,Tablet
1299328,128137,PageView,15,W,2018-04-07 15:39:00,Badminton
1060345,43967,PageView,9,M,2018-04-08 09:07:00,Phone
1138315,258625,PageView,10,M,2018-04-08 10:10:00,Coat
1341669,159842,PageView,12,M,2018-04-08 12:24:00,Coat
584819,4197,PageView,19,M,2018-04-07 19:29:00,Coat
1464249,264513,PageView,13,M,2018-04-11 13:00:00,Tablet
173381,97463,PageView,23,W,2018-04-14 23:54:00,Phone
409226,21301,PageView,1,M,2018-04-03 01:10:00,Phone
1028862,15246,PageView,19,M,2018-04-15 19:14:00,Tea
548776,256003,PageView,23,M,2018-04-03 23:08:00,Milk
331132,265808,PageView,18,M,2018-04-06 18:09:00,Sunscreen Cream
614736,36592,PageView,13,M,2018-04-15 13:02:00,Tablet
662706,281165,PageView,14,M,2018-04-07 14:08:00,Cookie
994171,314739,PageView,16,W,2018-04-14 16:16:00,Badminton
291430,99456,PageView,20,M,2018-04-10 20:59:00,Phone
835654,361009,PageView,20,W,2018-04-04 20:03:00,Foundation Make-up
565424,140717,PageView,16,M,2018-04-15 16:42:00,Coat
1256106,227736,PageView,0,M,2018-04-10 00:39:00,Facial Essence
1518612,308457,PageView,15,W,2018-04-08 15:55:00,Phone
725025,158381,PageView,0,M,2018-04-10 00:03:00,Phone
936829,155890,PageView,8,M,2018-04-05 08:57:00,Phone
741233,375320,PageView,1,M,2018-04-10 01:14:00,Phone
851529,208902,PageView,11,W,2018-04-15 11:41:00,Phone
67911,195443,PageView,15,M,2018-04-11 15:15:00,Facial Moisturizer
178268,103397,PageView,21,M,2018-04-14 21:27:00,Coat
1213364,122433,PageView,11,W,2018-04-07 11:33:00,Phone
180200,354758,PageView,8,W,2018-04-14 08:00:00,Phone
499010,311335,PageView,22,M,2018-04-07 22:56:00,Basketball
323257,338531,PageView,11,M,2018-04-07 11:42:00,Tea
22784,133780,PageView,19,M,2018-04-04 19:39:00,Notebook
772352,158048,PageView,13,M,2018-04-03 13:10:00,Induction Cooker
308006,274074,PageView,17,M,2018-04-05 17:26:00,Phone
116274,366763,PageView,14,W,2018-04-10 14:37:00,Tablet
103048,167349,PageView,9,M,2018-04-03 09:21:00,Tea
1003431,194477,PageView,19,W,2018-04-01 19:29:00,Notebook
783773,729,PageView,15,W,2018-04-01 15:16:00,Running Shoes
1197571,35890,PageView,9,M,2018-04-14 09:06:00,Facial Essence
54996,147892,PageView,9,M,2018-04-03 09:12:00,Face Cream
14409,159238,PageView,9,M,2018-04-07 09:38:00,Tea
1006589,84716,PageView,12,M,2018-04-01 12:24:00,Face Cream
786188,206250,PageView,5,W,2018-04-08 05:21:00,Makerup Water
711427,254228,PageView,21,W,2018-04-02 21:53:00,Television
1091121,244336,PageView,12,W,2018-04-12 12:34:00,Lipstick
992992,122048,PageView,1,M,2018-04-13 01:31:00,Induction Cooker
534626,31144,PageView,19,M,2018-04-07 19:40:00,Milk
1389350,280229,PageView,10,W,2018-04-14 10:47:00,Phone
820093,240575,PageView,8,M,2018-04-07 08:46:00,Phone
547487,267868,PageView,18,M,2018-04-07 18:38:00,Lipstick
592389,274366,PageView,20,W,2018-04-10 20:06:00,Digital Camera
817718,14957,PageView,15,M,2018-04-02 15:27:00,Coat
988063,68720,PageView,22,M,2018-04-03 22:34:00,Digital Camera
538299,376437,PageView,15,W,2018-04-10 15:46:00,Phone
345759,108706,PageView,21,M,2018-04-11 21:24:00,Face Cream
108415,175827,PageView,12,W,2018-04-14 12:15:00,Foundation Make-up
1046499,207861,PageView,14,M,2018-04-07 14:09:00,Phone
873791,69107,PageView,15,M,2018-04-08 15:43:00,Bed
264285,181754,PageView,21,W,2018-04-07 21:31:00,Phone
900524,187960,PageView,0,W,2018-04-05 00:30:00,Notebook
39810,179085,PageView,11,M,2018-04-14 11:38:00,Notebook
39810,159523,PageView,23,M,2018-04-15 23:14:00,Tea
1289536,188969,PageView,12,M,2018-04-10 12:55:00,Coat
1261750,171456,PageView,20,M,2018-04-08 20:46:00,Coat
736609,332531,PageView,22,M,2018-04-01 22:46:00,Tea
495989,133485,PageView,22,M,2018-04-08 22:10:00,Tablet
665886,318537,PageView,17,W,2018-04-01 17:36:00,Tea
1309347,34054,PageView,17,M,2018-04-11 17:13:00,Coat
1324459,725,PageView,20,M,2018-04-09 20:36:00,Notebook
26265,41124,PageView,16,M,2018-04-09 16:14:00,Candy
257717,149961,PageView,19,M,2018-04-01 19:10:00,Coat
1451853,175353,PageView,15,M,2018-04-08 15:20:00,Phone
1193793,243568,PageView,9,W,2018-04-05 09:29:00,Notebook
721468,87511,PageView,20,M,2018-04-11 20:48:00,Milk
837073,231609,PageView,22,W,2018-04-09 22:02:00,Phone
1602924,35704,PageView,10,W,2018-04-05 10:09:00,Facial Moisturizer
1139986,248826,PageView,9,W,2018-04-08 09:57:00,Phone
652185,50067,PageView,13,M,2018-04-15 13:02:00,Tablet
1004639,67242,PageView,22,M,2018-04-07 22:14:00,Facial Moisturizer
1243056,32076,PageView,13,M,2018-04-03 13:47:00,Refrigerator
135311,81635,PageView,1,M,2018-04-03 01:20:00,Coat
538576,260996,PageView,8,W,2018-04-08 08:21:00,Foundation Make-up
1341543,291632,PageView,12,M,2018-04-08 12:29:00,Phone
1263900,72000,PageView,20,M,2018-04-09 20:18:00,Xbox
1263900,11190,PageView,1,M,2018-04-10 01:14:00,Phone
1263900,251082,PageView,20,M,2018-04-09 20:27:00,Phone
1177078,199243,PageView,9,M,2018-04-15 09:20:00,Coat
1504104,168257,PageView,11,M,2018-04-01 11:49:00,Rice Cooker
246521,206985,PageView,9,M,2018-04-01 09:15:00,Coat
131492,96735,PageView,21,M,2018-04-10 21:42:00,Coat
122899,358167,PageView,11,W,2018-04-05 11:03:00,Face Cream
1414760,325728,PageView,3,M,2018-04-06 03:17:00,Phone
401939,282303,PageView,12,M,2018-04-01 12:09:00,Tea
1380618,20390,PageView,17,M,2018-04-07 17:04:00,Coat
1325798,47755,PageView,11,M,2018-04-03 11:06:00,Phone
716348,123534,PageView,20,W,2018-04-03 20:42:00,Tablet
1268876,224207,PageView,13,M,2018-04-07 13:50:00,Coat
1569650,288222,PageView,15,M,2018-04-05 15:02:00,Foundation Make-up
1532251,354677,PageView,9,M,2018-04-12 09:13:00,Phone
64317,323612,PageView,17,W,2018-04-02 17:12:00,Notebook
1345900,167081,PageView,17,M,2018-04-05 17:45:00,Coffee
1027752,69640,PageView,15,M,2018-04-12 15:41:00,Coat
1018034,306421,PageView,12,W,2018-04-05 12:35:00,Face Cream
1039864,15670,PageView,20,M,2018-04-02 20:40:00,Tea
387460,29150,PageView,17,W,2018-04-14 17:31:00,Necklace
1343916,68212,PageView,12,M,2018-04-10 12:05:00,Foundation Make-up
446159,31700,PageView,9,W,2018-04-09 09:59:00,Electric Kettle
145399,374999,PageView,13,W,2018-04-06 13:49:00,Phone
637373,93489,PageView,11,M,2018-04-13 11:38:00,Coat
1122641,354075,PageView,12,M,2018-04-11 12:47:00,Phone
1283470,63684,PageView,9,M,2018-04-11 09:09:00,Phone
648378,175099,PageView,11,M,2018-04-08 11:22:00,Light
674985,160328,PageView,13,M,2018-04-08 13:46:00,Bracelet
254500,241650,PageView,11,M,2018-04-07 11:31:00,Milk
1146615,349713,PageView,14,W,2018-04-02 14:30:00,Makerup Water
322649,242219,PageView,9,W,2018-04-15 09:45:00,Perfume
1217034,294112,PageView,21,W,2018-04-01 21:21:00,Sunscreen Cream
1536312,20368,PageView,11,W,2018-04-02 11:25:00,Coat
416464,51771,PageView,22,W,2018-04-10 22:23:00,Phone
1543841,327151,PageView,17,M,2018-04-13 17:12:00,Ring
1343278,354164,PageView,23,M,2018-04-04 23:13:00,Cookie
1283383,354194,PageView,22,M,2018-04-04 22:59:00,Cookie
857435,59687,PageView,13,W,2018-04-12 13:29:00,Phone
698668,50486,PageView,9,M,2018-04-07 09:03:00,Facial Mask
513536,261368,PageView,10,M,2018-04-12 10:35:00,Phone
282953,102147,PageView,15,M,2018-04-08 15:58:00,Coat
1202142,28034,PageView,16,M,2018-04-04 16:10:00,Coat
838135,230944,PageView,17,W,2018-04-08 17:03:00,Candy
860025,139020,PageView,22,M,2018-04-11 22:14:00,Bed
825076,359342,PageView,9,W,2018-04-01 09:27:00,Phone
899424,289214,PageView,23,M,2018-04-13 23:13:00,Phone
881342,333752,PageView,19,M,2018-04-07 19:58:00,Candy
1357563,291329,PageView,21,W,2018-04-12 21:05:00,Notebook
422657,340058,PageView,10,W,2018-04-09 10:10:00,Phone
978619,175949,PageView,8,W,2018-04-09 08:45:00,Basketball Shoes
365925,274074,PageView,21,M,2018-04-08 21:36:00,Phone
510754,210266,PageView,19,W,2018-04-06 19:39:00,Phone
317816,241673,PageView,20,M,2018-04-15 20:41:00,Potatio Chips
573084,310506,PageView,10,M,2018-04-04 10:35:00,Phone
1515339,213691,PageView,2,M,2018-04-04 02:10:00,Phone
1228823,22668,PageView,11,W,2018-04-12 11:02:00,Necklace
1519476,117817,PageView,23,W,2018-04-01 23:38:00,Perfume
19753,31071,PageView,7,M,2018-04-01 07:01:00,Tea
1141298,367431,PageView,10,M,2018-04-14 10:41:00,Candy
1143687,163317,PageView,10,M,2018-04-12 10:11:00,Eye Shadow
148692,62662,PageView,4,M,2018-04-03 04:59:00,Tea
21914,99456,PageView,23,M,2018-04-02 23:38:00,Phone
139712,20838,PageView,20,W,2018-04-12 20:58:00,Phone
1131670,66170,PageView,10,M,2018-04-06 10:39:00,Coat
835736,5428,PageView,16,M,2018-04-07 16:34:00,Notebook
342909,82654,PageView,20,M,2018-04-04 20:13:00,Digital Camera
192415,141341,PageView,21,M,2018-04-12 21:33:00,Coat
830012,81552,PageView,13,M,2018-04-07 13:55:00,Coat
1006430,84469,PageView,19,W,2018-04-14 19:28:00,Tablet
445804,111172,PageView,8,M,2018-04-14 08:38:00,Xbox
1275220,347882,PageView,11,W,2018-04-05 11:33:00,Makerup Water
1368517,372173,PageView,20,M,2018-04-09 20:31:00,Phone
1426563,248584,PageView,12,W,2018-04-08 12:07:00,Xbox
437263,69107,PageView,12,W,2018-04-03 12:29:00,Bed
1222199,279544,PageView,16,M,2018-04-01 16:12:00,Tablet
106832,107248,PageView,15,W,2018-04-08 15:19:00,Phone
1194182,190142,PageView,0,M,2018-04-06 00:35:00,Facial Essence
865747,19420,PageView,22,W,2018-04-04 22:25:00,Air Conditioner
1496146,141983,PageView,20,M,2018-04-03 20:42:00,Bed
1132432,272810,PageView,23,M,2018-04-01 23:00:00,Milk
1588404,57980,PageView,10,M,2018-04-14 10:38:00,Digital Camera
1134399,365675,PageView,17,M,2018-04-06 17:29:00,Facial Mask
289352,255132,PageView,8,W,2018-04-12 08:20:00,Phone
1292811,311186,PageView,11,W,2018-04-08 11:53:00,Makerup Water
418171,20327,PageView,10,W,2018-04-08 10:39:00,Football
300870,192039,PageView,22,M,2018-04-05 22:33:00,Candy
290980,344071,PageView,14,W,2018-04-03 14:38:00,Tablet
1249418,158653,PageView,8,M,2018-04-02 08:46:00,Phone
559145,361902,PageView,17,W,2018-04-04 17:13:00,Candy
1232990,275070,PageView,20,M,2018-04-03 20:59:00,Bed
1381168,5826,PageView,15,M,2018-04-03 15:04:00,Necklace
1303797,142398,PageView,15,M,2018-04-06 15:08:00,Coat
110061,235517,PageView,22,M,2018-04-04 22:11:00,Refrigerator
447627,7033,PageView,19,M,2018-04-13 19:58:00,Sofa
1299158,253180,PageView,23,M,2018-04-10 23:26:00,Phone
1422484,153154,PageView,11,M,2018-04-03 11:12:00,Digital Camera
143699,165506,PageView,22,W,2018-04-01 22:33:00,Washing Machine
1422872,45059,PageView,9,W,2018-04-11 09:28:00,Candy
1238913,369565,PageView,22,M,2018-04-08 22:04:00,Facial Moisturizer
884660,32094,PageView,12,M,2018-04-13 12:34:00,Notebook
1047046,130757,PageView,7,W,2018-04-08 07:06:00,Phone
425258,351542,PageView,16,M,2018-04-03 16:17:00,Facial Essence
581537,312896,PageView,17,M,2018-04-09 17:09:00,Coat
739594,141848,PageView,18,M,2018-04-01 18:27:00,Phone
1066543,172589,PageView,21,M,2018-04-01 21:50:00,Milk
165343,35793,PageView,21,M,2018-04-01 21:59:00,Necklace
704528,78837,PageView,13,M,2018-04-02 13:08:00,Foundation Make-up
1553821,78102,PageView,21,W,2018-04-12 21:00:00,Phone
1553821,365675,PageView,21,W,2018-04-12 21:05:00,Facial Mask
1553821,352849,PageView,20,W,2018-04-12 20:05:00,Phone
972976,177209,PageView,18,M,2018-04-11 18:19:00,Eye Shadow
618752,211466,PageView,12,W,2018-04-06 12:58:00,Perfume
740664,89358,PageView,8,M,2018-04-08 08:13:00,Notebook
17579,132373,PageView,15,M,2018-04-12 15:19:00,Xbox
442963,99151,PageView,7,M,2018-04-02 07:44:00,Coat
909599,191839,PageView,22,M,2018-04-14 22:23:00,Electric Kettle
101270,252497,PageView,8,W,2018-04-12 08:45:00,Bed
1533961,129713,PageView,22,M,2018-04-06 22:42:00,Lipstick
1018036,312593,PageView,10,W,2018-04-02 10:45:00,Washing Machine
1018036,2204,PageView,10,W,2018-04-02 10:58:00,Coat
1545850,333444,PageView,18,M,2018-04-10 18:25:00,Sofa
1545850,188216,PageView,8,M,2018-04-05 08:50:00,Phone
1183445,103709,PageView,11,M,2018-04-09 11:49:00,Tablet
649927,342957,PageView,11,M,2018-04-07 11:32:00,Tablet
507551,55909,PageView,21,M,2018-04-10 21:25:00,Phone
906343,300825,PageView,20,U,2018-04-03 20:54:00,Facial Essence
318496,260213,PageView,11,W,2018-04-10 11:47:00,Phone
566970,375102,PageView,19,M,2018-04-14 19:43:00,Light
1158598,249475,PageView,21,M,2018-04-11 21:05:00,Facial Essence
366018,124493,PageView,19,W,2018-04-07 19:49:00,Foundation Make-up
687775,298803,PageView,22,W,2018-04-14 22:15:00,Television
1321421,207776,PageView,10,W,2018-04-08 10:00:00,Digital Camera
1579234,102967,PageView,14,M,2018-04-01 14:37:00,Tablet
1579234,41733,PageView,13,M,2018-04-01 13:50:00,Milk
512036,273249,PageView,8,M,2018-04-14 08:34:00,Perfume
1357560,26199,PageView,13,M,2018-04-10 13:25:00,Coffee
391379,136494,PageView,0,M,2018-04-02 00:11:00,Candy
849213,297679,PageView,19,W,2018-04-04 19:09:00,Notebook
745729,204151,PageView,17,M,2018-04-14 17:14:00,Foundation Make-up
1174580,71419,PageView,21,M,2018-04-05 21:29:00,Facial Essence
424468,80852,PageView,14,W,2018-04-02 14:22:00,Milk
373182,34854,PageView,13,W,2018-04-14 13:28:00,Face Cream
831280,119709,PageView,22,M,2018-04-15 22:02:00,Tablet
1101236,162469,PageView,21,W,2018-04-08 21:22:00,Milk Power
452137,139993,PageView,21,W,2018-04-10 21:42:00,Tablet
343165,321190,PageView,8,M,2018-04-08 08:51:00,Coat
83483,164449,PageView,15,M,2018-04-11 15:24:00,Phone
390742,335694,PageView,13,W,2018-04-05 13:45:00,Notebook
97796,18553,PageView,15,M,2018-04-10 15:38:00,Notebook
944049,344340,PageView,23,M,2018-04-12 23:37:00,Phone
1537,311774,PageView,16,M,2018-04-10 16:06:00,Coat
230845,87991,PageView,22,M,2018-04-13 22:00:00,Facial Essence
148342,260744,PageView,14,M,2018-04-09 14:38:00,Candy
225785,337392,PageView,8,W,2018-04-05 08:31:00,Tablet
141675,349512,PageView,20,W,2018-04-12 20:11:00,Foundation Make-up
1497476,149298,PageView,17,M,2018-04-11 17:55:00,Phone
1597397,80151,PageView,23,W,2018-04-06 23:06:00,Ring
1608387,215304,PageView,17,M,2018-04-14 17:12:00,Necklace
923770,144877,PageView,9,M,2018-04-10 09:45:00,Facial Moisturizer
513811,125478,PageView,20,W,2018-04-01 20:54:00,Phone
513811,156364,PageView,20,W,2018-04-01 20:54:00,Phone
807512,313366,PageView,11,M,2018-04-12 11:42:00,Chocolate
1568642,320458,PageView,9,M,2018-04-13 09:36:00,Coat
1604952,292923,PageView,15,W,2018-04-10 15:32:00,Phone
1258392,278838,PageView,23,M,2018-04-02 23:06:00,Light
326476,44479,PageView,17,M,2018-04-09 17:56:00,Washing Machine
965260,264714,PageView,21,W,2018-04-08 21:23:00,Sofa
519747,295344,PageView,19,M,2018-04-01 19:54:00,Phone
768341,27021,PageView,9,M,2018-04-06 09:26:00,Coat
768341,140105,PageView,17,M,2018-04-12 17:09:00,Phone
638172,364538,PageView,14,M,2018-04-13 14:38:00,Phone
1511715,195219,PageView,22,M,2018-04-12 22:51:00,Milk
921654,260628,PageView,15,M,2018-04-11 15:08:00,Phone
1512674,97257,PageView,18,W,2018-04-01 18:17:00,Face Cream
1363721,339130,PageView,18,W,2018-04-11 18:04:00,Facial Moisturizer
634553,192328,PageView,13,W,2018-04-09 13:20:00,Light
391763,218541,PageView,10,W,2018-04-03 10:54:00,Phone
827289,96483,PageView,17,W,2018-04-02 17:29:00,Phone
819476,238433,PageView,16,W,2018-04-04 16:46:00,Perfume
1243955,313216,PageView,9,W,2018-04-04 09:53:00,Facial Essence
661362,259434,PageView,8,W,2018-04-02 08:04:00,Face Cream
1290750,69540,PageView,9,M,2018-04-09 09:41:00,Coat
1146012,268633,PageView,13,M,2018-04-05 13:52:00,Candy
1574390,8234,PageView,17,W,2018-04-06 17:30:00,Sport Suit
850735,107331,PageView,22,M,2018-04-06 22:05:00,Sunscreen Cream
547205,9359,PageView,21,M,2018-04-01 21:57:00,Digital Camera
863143,18261,PageView,12,W,2018-04-06 12:34:00,Coat
118015,243752,PageView,14,M,2018-04-08 14:14:00,Bed
1395026,126926,PageView,18,M,2018-04-02 18:04:00,Phone
